Bus_name,Bus_type,Start_time,End_time,Total_duration,Price,Seats_Available,Ratings,Route_link,Route_name
TSRTC - 42962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",04:30,10:40,06h 10m,INR 352,33 Seats available,"2.6
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1887,RAJDHANI (A.C. Semi Sleeper),05:00,09:30,04h 30m,INR 374,37 Seats available,"3.3
27",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 43162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:10,11:20,06h 10m,INR 352,33 Seats available,"4.0
19",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 43362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",05:50,11:55,06h 05m,INR 352,33 Seats available,"3.9
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1549,RAJADHANI AC (CONVERTED METRO LUXURY),06:00,11:40,05h 40m,INR 374,31 Seats available,"2.6
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40577,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,11:20,04h 50m,INR 352,29 Seats available,"2.7
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 7693,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",06:30,13:20,06h 50m,INR 352,31 Seats available,"3.6
4",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 42131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",07:10,12:10,05h 00m,INR 352,33 Seats available,"3.1
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 2981,RAJADHANI AC (CONVERTED METRO LUXURY),07:20,13:00,05h 40m,INR 374,36 Seats available,"2.1
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1650,RAJADHANI AC (CONVERTED METRO LUXURY),08:20,14:00,05h 40m,INR 374,35 Seats available,"2.0
6",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 31110,RAJDHANI (A.C. Semi Sleeper),08:40,14:20,05h 40m,INR 374,37 Seats available,"3.9
24",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 4076,RAJADHANI AC (CONVERTED METRO LUXURY),09:00,14:45,05h 45m,INR 374,37 Seats available,"2.3
8",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 17162,eGARUDA,09:00,15:10,06h 10m,INR 415,35 Seats available,"3.3
31",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 17962,eGARUDA,09:30,15:40,06h 10m,INR 415,32 Seats available,"3.7
78",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 9923,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",09:50,16:00,06h 10m,INR 352,33 Seats available,"3.4
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 9934,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",10:10,17:20,07h 10m,INR 352,33 Seats available,"3.9
12",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1892,RAJDHANI (A.C. Semi Sleeper),10:20,16:15,05h 55m,INR 374,35 Seats available,"2.5
30",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1464,RAJDHANI (A.C. Semi Sleeper),10:40,16:50,06h 10m,INR 374,36 Seats available,"2.1
24",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:00,16:00,05h 00m,INR 352,33 Seats available,"4.5
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 2991,RAJDHANI (A.C. Semi Sleeper),11:20,17:00,05h 40m,INR 374,37 Seats available,"2.1
40",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40177,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",11:40,16:20,04h 40m,INR 352,33 Seats available,"4.2
9",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1805,RAJADHANI AC (CONVERTED METRO LUXURY),11:45,17:40,05h 55m,INR 374,36 Seats available,"3.0
12",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1582,RAJDHANI (A.C. Semi Sleeper),12:10,16:40,04h 30m,INR 374,34 Seats available,"3.1
33",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,18:30,06h 10m,INR 352,33 Seats available,"2.2
13",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),12:40,17:10,04h 30m,INR 374,37 Seats available,"3.0
33",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:10,06h 10m,INR 352,33 Seats available,"2.7
18",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),13:00,19:10,06h 10m,INR 374,36 Seats available,"1.7
54",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 18762,eGARUDA,13:30,19:55,06h 25m,INR 415,34 Seats available,"3.4
57",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,18:30,04h 50m,INR 352,33 Seats available,"3.3
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),14:00,19:40,05h 40m,INR 374,34 Seats available,"2.9
63",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),14:20,19:15,04h 55m,INR 374,37 Seats available,"2.2
43",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:30,06h 10m,INR 352,33 Seats available,"3.2
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1402,RAJDHANI (A.C. Semi Sleeper),14:40,19:30,04h 50m,INR 374,37 Seats available,"2.1
43",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:50,21:00,06h 10m,INR 352,33 Seats available,"3.3
16",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,21:00,06h 00m,INR 374,40 Seats available,"3.8
85",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10,21:20,06h 10m,INR 352,33 Seats available,"4.0
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1426,RAJDHANI (A.C. Semi Sleeper),15:20,20:10,04h 50m,INR 374,37 Seats available,"1.8
31",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30362,RAJDHANI (A.C. Semi Sleeper),15:30,22:00,06h 30m,INR 374,37 Seats available,"2.8
47",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:40,06h 10m,INR 352,33 Seats available,"3.9
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40,21:40,06h 00m,INR 374,37 Seats available,"2.9
54",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,20:50,05h 00m,INR 352,33 Seats available,"4.4
12",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 12962,eGARUDA,16:00,22:10,06h 10m,INR 415,34 Seats available,"3.8
69",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,22:20,06h 10m,INR 352,33 Seats available,"2.7
23",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:40,06h 10m,INR 352,33 Seats available,"2.5
14",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40,22:35,05h 55m,INR 374,41 Seats available,"3.4
46",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,21:40,04h 50m,INR 352,33 Seats available,"3.4
19",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 12162,eGARUDA,17:00,23:10,06h 10m,INR 415,34 Seats available,"3.6
117",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10,21:50,04h 40m,INR 352,33 Seats available,"3.8
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),17:15,23:40,06h 25m,INR 374,36 Seats available,"3.5
48",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:20,23:00,05h 40m,INR 374,41 Seats available,"3.8
73",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40710,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:40,06h 10m,INR 352,33 Seats available,"3.7
22",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,22:40,04h 50m,INR 352,33 Seats available,"3.3
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05,23:35,05h 30m,INR 352,31 Seats available,"4.2
7",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,23:00,04h 50m,INR 352,33 Seats available,"2.3
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),18:20,22:50,04h 30m,INR 374,40 Seats available,"3.6
74",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:45,06h 15m,INR 352,31 Seats available,3.5,https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:35,06h 05m,INR 352,33 Seats available,"3.3
11",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,01:00,06h 10m,INR 352,33 Seats available,"4.4
6",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,00:40,05h 30m,INR 352,33 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:20,01:00,05h 40m,INR 374,39 Seats available,"3.9
53",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30962,RAJDHANI (A.C. Semi Sleeper),19:30,02:00,06h 30m,INR 374,37 Seats available,"2.5
29",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:40,06h 10m,INR 352,33 Seats available,"3.2
8",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1448,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:40,01:20,05h 40m,INR 374,41 Seats available,"4.3
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,02:00,06h 10m,INR 352,33 Seats available,"3.9
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1637,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),20:00,01:40,05h 40m,INR 374,41 Seats available,"3.4
25",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,00:55,04h 45m,INR 352,33 Seats available,"3.8
10",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:30,06h 00m,INR 352,33 Seats available,"4.7
23",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),20:40,02:15,05h 35m,INR 374,36 Seats available,"2.6
43",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,02:15,05h 30m,INR 352,31 Seats available,"5.0
5",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:50,03:00,06h 10m,INR 352,33 Seats available,"3.7
33",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 13762,eGARUDA,21:00,03:10,06h 10m,INR 415,34 Seats available,"4.3
106",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:10,01:45,04h 35m,INR 352,33 Seats available,"3.8
17",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30310,LAHARI A/C SLEEPER CUM SEATER,21:20,03:10,05h 50m,INR 422,32 Seats available,"4.6
82",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,03:50,06h 20m,INR 352,33 Seats available,"3.4
34",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1049,RAJDHANI (A.C. Semi Sleeper),21:40,02:00,04h 20m,INR 374,37 Seats available,"3.0
56",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 7742,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,03:45,06h 00m,INR 352,31 Seats available,"4.3
30",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 14562,eGARUDA,22:00,04:10,06h 10m,INR 415,35 Seats available,"3.7
153",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,22:10,03:30,05h 20m,INR 354,42 Seats available,"4.3
24",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 9883,Lahari Non A/C Sleeper Cum Seater,22:10,04:20,06h 10m,INR 354,46 Seats available,"4.0
87",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1404,RAJDHANI (A.C. Semi Sleeper),22:20,04:00,05h 40m,INR 374,37 Seats available,"3.5
72",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 40377,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:20,04h 50m,INR 352,33 Seats available,"3.9
45",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 31162,RAJDHANI (A.C. Semi Sleeper),22:30,05:00,06h 30m,INR 374,35 Seats available,"2.9
152",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1917,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:30,05h 00m,INR 352,33 Seats available,"4.2
65",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 8003,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,05:00,06h 30m,INR 440,31 Seats available,"2.4
15",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 30510,LAHARI A/C SLEEPER CUM SEATER,22:40,04:15,05h 35m,INR 376,33 Seats available,"4.3
152",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 41962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,05:00,06h 10m,INR 352,33 Seats available,"4.5
84",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 14762,eGARUDA,23:00,05:10,06h 10m,INR 533,33 Seats available,"3.9
52",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1824,RAJDHANI (A.C. Semi Sleeper),23:00,03:35,04h 35m,INR 374,37 Seats available,"3.5
124",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 9885,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:10,05:20,06h 10m,INR 352,32 Seats available,"3.9
109",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1616,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25,04:25,05h 00m,INR 352,33 Seats available,"4.0
115",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 16362,eGARUDA,23:30,05:40,06h 10m,INR 415,35 Seats available,"3.8
58",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 1586,RAJDHANI (A.C. Semi Sleeper),23:40,04:15,04h 35m,INR 374,37 Seats available,"3.0
126",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
TSRTC - 7762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:55,04:50,04h 55m,INR 352,31 Seats available,"3.5
55",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:00,06h 15m,INR 432,40 Seats available,"4.6
777",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),10:00,16:40,06h 40m,450,25 Seats available,"4.7
268",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),16:20,23:05,06h 45m,450,38 Seats available,"4.6
384",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
AdSai RK Travels,Non A/C Seater / Sleeper (2+1),22:10,05:30,07h 20m,INR 680,30 Seats available,"3.9
116",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:25,06:25,07h 00m,INR 426,41 Seats available,"4.5
661",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:50,06:10,06h 20m,INR 381,36 Seats available,"4.6
339",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),21:30,04:05,06h 35m,450,30 Seats available,"4.5
560",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),23:40,06:30,06h 50m,INR 666,24 Seats available,"4.6
300",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),23:45,05:55,06h 10m,INR 409,30 Seats available,"4.6
265",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),17:30,00:05,06h 35m,450,34 Seats available,"4.5
423",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),12:30,17:40,05h 10m,450,40 Seats available,"4.6
222",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),09:35,17:00,07h 25m,332,32 Seats available,"4.5
368",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
Sri Durga Malleswari Travels,A/C Sleeper (2+1),22:30,05:45,07h 15m,609,14 Seats available,"4.5
271",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),05:00,12:05,07h 05m,450,30 Seats available,"4.7
327",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),21:50,04:05,06h 15m,332,29 Seats available,"4.4
463",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),11:40,18:35,06h 55m,450,36 Seats available,"4.7
253",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:30,06:20,06h 50m,INR 424,41 Seats available,"4.4
323",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
FRESHBUS,Electric A/C Seater (2+2),23:25,05:55,06h 30m,450,30 Seats available,"4.3
518",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
Svkdt travels,A/C Sleeper (2+1),23:20,06:14,06h 54m,INR 667,23 Seats available,"4.4
242",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
Zingbus Plus,A/C Seater / Sleeper (2+1),22:50,05:40,06h 50m,393,33 Seats available,"4.5
140",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,INR 508,40 Seats available,"4.5
137",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
IntrCity SmartBus,AC Sleeper (2+1),23:20,05:55,06h 35m,INR 648,28 Seats available,"4.4
229",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),04:30,12:00,07h 30m,332,22 Seats available,"4.3
365",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
NueGo,Electric A/C Seater (2+2),06:30,13:55,07h 25m,379,34 Seats available,"4.3
307",https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad
